,delito,categoria,calidad,competencia,año,mes,fecha,hora,alcaldia,colonia
9284,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,08:00:00,COYOACAN,LOS CIPRESES
9290,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,03:00:00,IZTAPALAPA,STA MARTHA ACATITLA NTE (AMPL) I
9292,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,12:25:00,IZTAPALAPA,LOMAS DE ZARAGOZA
9302,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-22,12:00:00,CUAUHTEMOC,ROMA SUR I
9304,ROBO DE DINERO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-23,15:13:00,CUAJIMALPA DE MORELOS,LA PILA
9321,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,20:30:00,AZCAPOTZALCO,SAN  MIGUEL AMANTLA (PBLO)
9327,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,15:15:00,MIGUEL HIDALGO,SAN DIEGO OCOYOACAC
9328,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,15:40:00,VENUSTIANO CARRANZA,INDUSTRIAL PUERTO AEREO (FRACC)
9341,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,15:30:00,IZTAPALAPA,SANTA MARTHA ACATITLA_(PBLO)
9347,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,15:15:00,COYOACAN,COPILCO EL BAJO
9348,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,15:25:00,ALVARO OBREGON,TORRES DE POTRERO
9352,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,08:50:00,COYOACAN,COPILCO EL BAJO
9354,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,15:40:00,BENITO JUAREZ,STA CRUZ ATOYAC
9357,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,16:30:00,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 6 (U HAB)
9362,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,11:42:00,GUSTAVO A. MADERO,MARTIN CARRERA I
9364,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,09:10:00,CUAUHTEMOC,CENTRO IV
9367,DAÑO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,01:00:00,ALVARO OBREGON,LOMAS DE LA ERA
9382,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,16:20:00,CUAUHTEMOC,CENTRO VI
9384,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,16:14:00,MIGUEL HIDALGO,DEL BOSQUE (POLANCO)
9389,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,16:25:00,TLALPAN,AMPLIACION MIGUEL HIDALGO 2A SECC
9392,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,13:00:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
9397,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-11,06:20:00,MIGUEL HIDALGO,UN HOGAR PARA NOSOTROS
9403,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,16:56:00,GUSTAVO A. MADERO,TEPEYAC INSURGENTES
9409,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,17:35:00,TLALPAN,SECCION XVI
9439,ROBO DE OBJETOS A ESCUELA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,12:00:00,GUSTAVO A. MADERO,LA CANDELARIA TICOMAN (BARR)
9445,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,10:00:00,CUAUHTEMOC,SANTA MARIA LA RIBERA II
9452,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,07:45:00,IZTAPALAPA,STA ISABEL INDUSTRIAL
9454,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,18:05:00,COYOACAN,JARDINES DEL PEDREGAL
9458,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,08:00:00,CUAUHTEMOC,CUAUHTEMOC
9476,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,18:25:00,CUAUHTEMOC,BUENAVISTA II
9478,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,22:30:00,CUAUHTEMOC,CONDESA
9487,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,21:15:00,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO)
9502,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,11:30:00,MIGUEL HIDALGO,TACUBA
9516,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,08:30:00,XOCHIMILCO,TEPEPAN (AMPL)
9523,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,09:30:00,LA MAGDALENA CONTRERAS,SANTA TERESA
9525,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,19:27:00,IZTAPALAPA,SAN ANDRES TETEPILCO (PBLO)
9527,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,14:30:00,COYOACAN,CAFETALES I (RDCIAL)
9531,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,18:46:00,BENITO JUAREZ,SAN JUAN
9534,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,19:44:00,CUAUHTEMOC,TRANSITO
9538,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,19:35:00,ALVARO OBREGON,PALMAS
9541,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,20:00:00,ALVARO OBREGON,PASEO DE LAS LOMAS-SAN GABRIEL
9558,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-25,12:00:00,BENITO JUAREZ,DEL VALLE II
9611,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,05:30:00,IZTAPALAPA,BENITO JUAREZ
9623,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,21:40:00,ALVARO OBREGON,JALALPA
9634,"ROBO DE VEHICULO EN PENSION, TALLER Y AGENCIAS C/V",ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,21:30:00,BENITO JUAREZ,NARVARTE V
9636,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,23:05:00,IZTAPALAPA,MIGUEL DE LA MADRID HURTADO
9640,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-29,12:00:00,BENITO JUAREZ,DEL VALLE I
9643,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,23:30:00,TLALPAN,FUENTES BROTANTES MIGUEL HIDALGO (U HAB)
9649,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Julio,2022-07-28,12:00:00,BENITO JUAREZ,LETRAN VALLE
9652,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,14:00:00,VENUSTIANO CARRANZA,CENTRO II
9668,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-31,00:00:00,COYOACAN,PRADO CHURUBUSCO
9689,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,01:28:00,IZTACALCO,INFONAVIT IZTACALCO (U HAB) I
9690,EJERCICIO ILEGAL Y ABANDONO DEL SERVICIO PUBLICO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,10:30:00,CUAUHTEMOC,CENTRO VIII
9696,EJERCICIO ILEGAL Y ABANDONO DEL SERVICIO PUBLICO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,10:30:00,CUAUHTEMOC,CENTRO VIII
9722,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,20:00:00,CUAJIMALPA DE MORELOS,EL TIANGUILLO
9729,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,13:10:00,IZTAPALAPA,GUADALUPE DEL MORAL
9734,EJERCICIO ILEGAL Y ABANDONO DEL SERVICIO PUBLICO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-22,13:30:00,CUAUHTEMOC,CUAUHTEMOC
9741,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,07:30:00,BENITO JUAREZ,DEL VALLE VI
9742,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,01:30:00,MIGUEL HIDALGO,PENSIL NORTE
9747,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-26,15:00:00,BENITO JUAREZ,STA CRUZ ATOYAC
9750,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,08:34:00,IZTAPALAPA,CONCORDIA ZARAGOZA (U HAB)
9754,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,13:55:00,VENUSTIANO CARRANZA,FELIPE ANGELES
9755,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,13:50:00,IZTACALCO,SANTIAGO NORTE
9759,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Septiembre,2022-09-26,00:00:00,IZTACALCO,RAMOS MILLAN BRAMADERO I
9760,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,08:31:00,TLALPAN,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB)
9761,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,09:35:00,COYOACAN,CHIMALISTAC
9772,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,14:20:00,TLALPAN,SAN PEDRO MARTIR (PBLO)
9789,DESPOJO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,10:00:00,CUAUHTEMOC,JUAREZ
9790,DAÑO EN PROPIEDAD AJENA INTENCIONAL A BIENES INMUEBLES,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-04,18:43:00,BENITO JUAREZ,NAPOLES (AMPL)
9799,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,23:00:00,TLALPAN,SAN MIGUEL TOPILEJO (PBLO)
9808,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,11:20:00,IZTACALCO,ZAPOTLA
9812,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Septiembre,2022-09-01,10:00:00,AZCAPOTZALCO,EL ROSARIO A (U HAB)
9823,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,20:55:00,TLALPAN,FUENTES DEL PEDREGAL
9826,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,13:06:00,CUAJIMALPA DE MORELOS,SAN PEDRO CUAJIMALPA (PBLO)
9837,ROBO DE VEHICULO DE SERVICIO OFICIAL CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,23:00:00,TLALPAN,AMPLIACION MIGUEL HIDALGO 2A SECC
9840,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-26,12:00:00,BENITO JUAREZ,STA CRUZ ATOYAC
9850,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2020,Marzo,2020-03-04,12:00:00,IZTAPALAPA,LOMAS ESTRELLA 2A SECC I
9851,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,10:52:00,AZCAPOTZALCO,TEZOZOMOC
9859,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,11:10:00,ALVARO OBREGON,TLACOYAQUE (AMPL)
9862,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,07:10:00,GUSTAVO A. MADERO,LINDAVISTA I
9869,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,11:00:00,BENITO JUAREZ,SAN JOSE INSURGENTES
9870,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-21,15:00:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
9876,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-05,03:47:00,MIGUEL HIDALGO,ESCANDON I
9877,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-05,03:47:00,MIGUEL HIDALGO,ESCANDON I
9880,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-12,19:50:00,IZTAPALAPA,PRESIDENTES DE MEXICO
9885,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,05:00:00,VENUSTIANO CARRANZA,CENTRO II
9895,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,08:30:00,LA MAGDALENA CONTRERAS,HEROES DE PADIERNA
9904,GESTIÓN AMBIENTAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,10:50:00,GUSTAVO A. MADERO,INDUSTRIAL I
9915,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,12:06:00,CUAUHTEMOC,CUAUHTEMOC
9918,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,11:30:00,GUSTAVO A. MADERO,LINDAVISTA I
9922,CONTAMINACIÓN O RESIDUOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,10:30:00,TLALPAN,SANTO TOMAS AJUSCO (PBLO)
9926,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-13,19:30:00,IZTACALCO,VIADUCTO PIEDAD
9941,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,19:30:00,CUAJIMALPA DE MORELOS,LAS TINAJAS
9952,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,13:40:00,CUAUHTEMOC,CENTRO IV
9958,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,07:30:00,MIGUEL HIDALGO,POPOTLA I
9991,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-17,12:55:00,CUAUHTEMOC,DOCTORES I
10021,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-27,12:20:00,BENITO JUAREZ,NARVARTE V
10022,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-10,06:00:00,ALVARO OBREGON,SANTA MARIA NONOALCO
10035,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,09:45:00,ALVARO OBREGON,SAN ANGEL INN
10039,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,11:29:00,AZCAPOTZALCO,SANTIAGO AHUIZOTLA (PBLO)
10042,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-27,12:13:00,BENITO JUAREZ,NARVARTE V
10047,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,13:50:00,TLALPAN,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB)
10053,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,14:32:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
10056,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,15:10:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
10057,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-15,12:00:00,CUAUHTEMOC,JUAREZ
10058,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,14:43:00,IZTAPALAPA,SAN JOSE (BARR)
10063,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,14:50:00,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 2A SECCION (U HAB) I
10070,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,15:00:00,BENITO JUAREZ,DEL VALLE III
10098,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,15:17:00,IZTAPALAPA,SAN MIGUEL (BARR)
10110,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-15,08:40:00,AZCAPOTZALCO,SAN PEDRO XALPA (AMPL) I
10121,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-21,12:00:00,CUAUHTEMOC,CUAUHTEMOC
10128,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-06,18:00:00,COYOACAN,PEDREGAL DE STO DOMINGO II
10140,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,14:05:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
10153,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,15:50:00,GUSTAVO A. MADERO,SAN JUAN III (U HAB)
10154,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-21,12:00:00,CUAUHTEMOC,JUAREZ
10161,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,02:00:00,MIGUEL HIDALGO,ESCANDON I
10166,DAÑO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-14,02:14:00,AZCAPOTZALCO,EL ROSARIO C (U HAB)
10187,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,08:00:00,IZTACALCO,VIADUCTO PIEDAD
10191,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,17:53:00,GUSTAVO A. MADERO,TLACAELEL
10193,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-16,11:30:00,COYOACAN,OXTOPULCO UNIVERSIDAD
10194,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,18:25:00,CUAUHTEMOC,CENTRO IV
10201,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-17,18:45:00,COYOACAN,CIUDAD UNIVERSITARIA
